c-value	ngram	nc-value
194.507399577167	можно_adv быть_v	155.7072546903414
191.5021645021645	должно_adv быть_v	153.30999606454154
117.40490797546013	можно_adv выделить_v	94.01617049988496
99.14	можно_adv сказать_v	79.36381182453911
85.26315789473685	можно_adv отнести_v	68.27181048616455
81.87134502923976	можно_adv считать_v	65.5666246565768
75.848	можно_adv назвать_v	60.74629574062302
72.02721088435374	можно_adv говорить_v	57.66817684480022
64.85245901639344	необходимо_adv отметить_v	51.92850249601368
55.6875	всегда_adv быть_v	44.605308328035605
55.15942028985507	можно_adv определить_v	44.17775873665202
51.642201834862384	широко_adv использоваться_v	41.36633616591916
49.537815126050425	можно_adv рассматривать_v	39.677295966066026
47.48181818181818	можно_adv представить_v	38.03262555626192
44.75862068965517	надо_adv быть_v	35.84923603042725
43.63768115942029	также_adv мочь_v	34.941931322958986
42.839285714285715	где_adv быть_v	34.30111706475343
42.66666666666666	также_adv быть_v	34.16391184573002
41.79338842975206	можно_adv найти_v	33.485314685314684
38.857142857142854	можно_adv сделать_v	31.13091454000545
37.68571428571428	необходимо_adv учитывать_v	30.188876577967488
33.32258064516129	можно_adv констатировать_v	26.682985050140474
33.285714285714285	как_adv отмечать_v	26.65253837072019
33.05263157894737	можно_adv отметить_v	26.470013718339082
31.24137931034483	можно_adv предположить_v	25.019740447640135
30.9375	здесь_adv быть_v	24.77498410680229
30.40625	можно_adv утверждать_v	24.34089319771138
30.181818181818183	важно_adv отметить_v	24.174125874125878
29.65	можно_adv судить_v	23.756935791481244
28.915254237288128	часто_adv использоваться_v	23.163099766181425
28.56	как_adv быть_v	22.8749548633185
27.54	можно_adv привести_v	22.060607755880483
25.76	впервые_adv быть_v	20.627580419580422
24.774193548387093	нужно_adv быть_v	19.846500420400712
24.684210526315788	как_adv писать_v	19.76497808411684
24.63380281690141	существенно_adv отличаться_v	19.741244414996018
23.5	как_adv показать_v	18.822949777495232
23.038461538461537	непосредственно_adv зависеть_v	18.455371900826446
22.75	необходимо_adv быть_v	18.22015257469803
22.6	можно_adv использовать_v	18.124945963127782
22.444444444444446	можно_adv разделить_v	17.980158225612776
21.839285714285715	можно_adv получить_v	17.507855780583053
21.714285714285715	также_adv являться_v	17.39545908636818
21.621621621621625	как_adv показывать_v	17.311664748028388
21.444444444444443	нельзя_adv быть_v	17.176025994207812
20.8	можно_adv обнаружить_v	16.679478703115066
20.727272727272727	вновь_adv создать_partcp	16.59389701207883
20.703703703703702	можно_adv видеть_v	16.58953638953639
20.59649122807017	отсюда_adv следовать_v	16.496773402036556
19.3	можно_adv увидеть_v	15.470260648442467
19.266666666666666	отдельно_adv взять_partcp	15.420262767535496
16.9375	короче_adv говорить_v	13.56290527654164
16.90909090909091	широко_adv распространить_partcp	13.552002542911636
16.879310344827587	можно_adv указать_v	13.527288072429139
16.864864864864863	всегда_adv являться_v	13.510073710073708
16.625	широко_adv применяться_v	13.322886204704387
16.5	можно_adv охарактеризовать_v	13.229434202161476
16.46875	надо_adv сказать_v	13.186315956770503
16.428571428571427	как_adv видеть_v	13.165107619653075
15.984848484848484	часто_adv бывать_v	12.804725577452851
15.833333333333336	широко_adv использовать_v	12.685293494384407
15.0	справедливо_adv отмечать_v	12.016656071201526
14.975609756097562	сюда_adv относиться_v	12.003310436791592
14.891891891891891	часто_adv встречаться_v	11.936208999845364
14.785714285714285	постоянно_adv проживать_partcp	11.844337480701117
14.666666666666664	всегда_adv иметь_v	11.747891502436957
14.606060606060606	нельзя_adv сказать_v	11.700868828141557
14.533333333333333	можно_adv подразделить_v	11.637601186692097
14.333333333333336	быстро_adv развиваться_v	11.489870735325283
14.26315789473684	также_adv иметь_v	11.424448756984642
14.2	должно_adv осуществляться_v	11.38269548633185
13.692307692307693	должно_adv иметь_v	10.970057215511764
13.666666666666664	куда_adv входить_v	10.949353676626401
13.6	активно_adv участвовать_v	10.898054672600129
13.0	активно_adv использоваться_v	10.426700572155118
13.0	резко_adv возрасти_v	10.41589319771138
12.967741935483874	нельзя_adv считать_v	10.392438939359764
12.9375	активно_adv развиваться_v	10.369198982835348
12.934782608695652	здесь_adv мочь_v	10.369122971889771
12.9375	часто_adv называть_v	10.366401780038146
12.9375	здесь_adv являться_v	10.355657978385253
12.789473684210524	активно_adv использовать_v	10.252494395556594
12.583333333333336	иногда_adv называть_v	10.08694638694639
12.44	можно_adv классифицировать_v	9.982578512396694
12.214285714285715	необходимо_adv иметь_v	9.788911088911089
11.952380952380953	всегда_adv существовать_v	9.585172403354221
